"TIME","GEO","AGE","UNIT","SEX","INDIC_EM","Value"
"2016","Slovenia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","28.6"
"2016","Slovakia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","25.2"
"2016","Finland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","41.7"
"2016","Sweden","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","44.5"
"2016","United Kingdom","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","50.7"
"2016","Iceland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","77.6"
"2016","Norway","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","48.5"
"2016","Switzerland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","62.5"
"2016","Turkey","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","34.1"
"2017","European Union - 28 countries","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","34.7"
"2017","Belgium","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","22.7"
"2017","Bulgaria","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","22.9"
"2017","Czechia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","29.1"
"2017","Denmark","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","56.3"
"2017","Germany (until 1990 former territory of the FRG)","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","46.5"
"2017","Estonia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","40.5"
"2017","Ireland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","40.0"
"2017","Greece","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","14.1"
"2017","Spain","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","20.5"
"2017","France","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","28.7"
"2017","Croatia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","25.9"
"2017","Italy","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","17.1"
"2017","Latvia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","33.0"
"2017","Lithuania","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","30.4"
"2017","Luxembourg","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","25.8"
"2017","Hungary","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","29.0"
"2017","Netherlands","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","62.3"
"2017","Austria","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","50.6"
"2017","Poland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","29.6"
"2017","Portugal","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","25.9"
"2017","Romania","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","24.5"
"2017","Slovenia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","34.7"
"2017","Slovakia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","26.9"
"2017","Finland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","42.5"
"2017","Sweden","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","44.9"
"2017","United Kingdom","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","50.5"
"2017","Iceland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","75.8"
"2017","Norway","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","48.2"
"2017","Switzerland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","63.1"
"2017","Turkey","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","34.4"
"2018","European Union - 28 countries","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","35.4"
"2018","Belgium","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","25.0"
"2018","Bulgaria","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","20.7"
"2018","Czechia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","28.4"
"2018","Denmark","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","57.3"
"2018","Germany (until 1990 former territory of the FRG)","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","47.2"
"2018","Estonia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","41.7"
"2018","Ireland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","40.3"
"2018","Greece","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","14.0"
"2018","Spain","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","21.7"
"2018","France","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","29.9"
"2018","Croatia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","25.6"
"2018","Italy","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","17.7"
"2018","Latvia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","33.1"
"2018","Lithuania","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","32.4"
"2018","Luxembourg","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","28.4"
"2018","Hungary","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","29.0"
"2018","Netherlands","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","63.9"
"2018","Austria","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","51.3"
"2018","Poland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","31.0"
"2018","Portugal","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","27.2"
"2018","Romania","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","24.7"
"2018","Slovenia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","35.2"
"2018","Slovakia","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","27.5"
"2018","Finland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","44.0"
"2018","Sweden","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","45.1"
"2018","United Kingdom","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","50.6"
"2018","Iceland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","75.4"
"2018","Norway","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","49.1"
"2018","Switzerland","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","62.6"
"2018","Turkey","From 15 to 24 years","Percentage of total population","Total","Total employment (resident population concept - LFS)","35.0"
